an,ror_id
7192654.0,02c22vc57
7192654.0,04ers2y35
7192654.0,02qz3vm75
7192655.0,02315by94
7192655.0,04ct4d772
7192655.0,04zj2bd87
7192656.0,05mzfcs16
7192657.0,00cf0s038
7192657.0,01bsn4x02
7192658.0,00q09pe49
7192658.0,00q09pe49
7192659.0,053g6we49
7192659.0,02ase7r14
7192659.0,01ft5vz71
7192660.0,01j99nc54
7192660.0,05smtc341
7192661.0,05nz37n09
7192662.0,0040axw97
7192663.0,04njjy449
7192663.0,003d3xx08
7192664.0,051zgra59
7192664.0,00a2xv884
7192665.0,00q4vv597
7192666.0,03ceheh96
7192667.0,05yc6p159
7192667.0,04h9pn542
7192667.0,047dqcg40
7192668.0,00t33hh48
7192668.0,04qr3zq92
7192668.0,043dxc061
7192668.0,017zhmm22
7192669.0,024c12b08
7192669.0,05x817c41
7192670.0,04zmdqe71
7192670.0,03jcejr58
7192671.0,03yjb2x39
7192672.0,00xp9wg62
7192673.0,05ms04m92
7192673.0,011aa4g29
7192674.0,04kwvgz42
7192675.0,04h9pn542
7192676.0,00dbd8b73
7192677.0,02rkvz144
7192677.0,05db1pj03
7192678.0,03ayjn504
7192678.0,03a64bh57
7192678.0,03gnr7b55
7192678.0,03gnr7b55
7192678.0,036rp1748
7192679.0,04xnqep60
7192679.0,01vy4gh70
7192680.0,00v97ad02
7192680.0,039xnh269
7192680.0,046fkpt18
7192681.0,02t0qr014
7192681.0,02t0qr014
7192682.0,0122p5f64
7192683.0,01y0j0j86
7192683.0,0220qvk04
7192683.0,01r4q9n85
7192684.0,03e29r284
7192685.0,00yhnba62
7192686.0,00nqqvk19
7192686.0,02my4wj17
7192686.0,04kwvgz42
7192686.0,017zqws13
7192687.0,02ase7r14
7192687.0,002rc4w13
7192687.0,047908t24
7192687.0,04s9hft57
7192689.0,001m1hv61
7192689.0,02j1m6098
7192689.0,0034eay46
7192690.0,03nawhv43
7192690.0,010x8gc63
7192691.0,01tgyzw49
7192693.0,01kg8sb98
7192693.0,03k1gpj17
7192694.0,00mcjh785
7192694.0,03tgsfw79
7192695.0,04pp8hn57
7192696.0,04teye511
7192696.0,047rhhm47
7192697.0,03xrrjk67
7192697.0,03rtgjq94
7192698.0,047908t24
7192698.0,01b78mz79
7192699.0,05apxxy63
7192700.0,00a4kqq17
7192701.0,02wcpmn42
7192701.0,05nz37n09
7192701.0,01wntqw50
7192702.0,01e8ff003
7192703.0,00g325k81
7192703.0,0086rpr26
7192703.0,05x817c41
7192704.0,02be6w209
7192706.0,03taz7m60
7192706.0,01nrxwf90
7192706.0,00vtgdb53
7192707.0,05bxb3784
7192707.0,03gk81f96
7192707.0,05vn3ca78
7192707.0,02w8ws377
7192708.0,0524sp257
7192708.0,03dbr7087
7192708.0,05n0tzs53
7192708.0,05p6rhy72
7192709.0,00hn7w693
7192709.0,02j1m6098
7192709.0,02crz6e12
7192710.0,02t2qwf81
7192710.0,04s9hft57
7192711.0,019whta54
7192711.0,05a28rw58
7192711.0,04e9p5d56
7192712.0,02p42am41
7192712.0,03g4hym73
7192713.0,02gdzyx04
7192713.0,02gdzyx04
7192714.0,05h9q1g27
7192715.0,05h9q1g27
7192716.0,01x41eb05
7192716.0,00g6ka752
7192717.0,05g3dte14
7192717.0,05g3dte14
7192718.0,01tgyzw49
7192718.0,047272k79
7192719.0,00ay7va13
7192719.0,01hy4qx27
7192720.0,04wn09761
7192720.0,05sxf4h28
7192721.0,03ceheh96
7192721.0,05gbn2817
7192721.0,0207yh398
7192722.0,01kpzv902
7192722.0,023pm6532
7192723.0,03r2nz980
7192723.0,03x1jna21
7192724.0,02c2kyt77
7192724.0,012p63287
7192724.0,03cv38k47
7192724.0,05f950310
7192724.0,04nbhqj75
7192725.0,04wn09761
7192725.0,01b78mz79
7192725.0,036rp1748
7192726.0,00nqb1v70
7192727.0,00wtvfq62
7192727.0,03v76x132
7192727.0,056am2717
7192728.0,05fq50484
7192728.0,01v9wj339
7192729.0,017zhmm22
7192730.0,0174shg90
7192730.0,03xphxk37
7192731.0,01ynf4891
7192731.0,00wjc7c48
7192732.0,00zdnkx70
7192733.0,027m9bs27
7192734.0,00wk2mp56
7192734.0,
7192735.0,022k4wk35
7192736.0,02retg991
7192737.0,019wvm592
7192737.0,03cve4549
7192737.0,02bfwt286
7192737.0,0384j8v12
7192738.0,02t274463
7192738.0,00hx57361
7192739.0,05gq02987
7192740.0,05rrcem69
7192740.0,03vek6s52
7192740.0,042nb2s44
7192741.0,05tt5nr09
7192741.0,0542q3127
7192742.0,03sgk3c38
7192742.0,01s7y5e82
7192743.0,044ghaj56
7192744.0,01f1ses45
7192745.0,02q865m71
7192745.0,00d18mr25
7192745.0,00rwcdf75
7192746.0,0576vga12
7192747.0,04qs5en05
7192749.0,04fbb7514
7192749.0,00taf6c38
7192749.0,01v5nhr20
7192749.0,03xygw105
7192752.0,02kn6nx58
7192753.0,02y9nww90
7192753.0,02y9nww90
7192753.0,055w89263
7192754.0,029m7xn54
7192754.0,01an7q238
7192755.0,056v0a906
7192755.0,01kzn7k21
7192759.0,03p9gxz72
7192759.0,013q1eq08
7192759.0,04t3r5s29
7192760.0,02feahw73
7192760.0,0257sgk90
7192760.0,035xkbk20
7192760.0,01drq0835
7192760.0,02k6n4s14
7192760.0,02feahw73
7192760.0,03vs46t66
7192760.0,0592ata02
7192760.0,03vs46t66
7192760.0,00t3njy04
7192760.0,02feahw73
7192760.0,051kpcy16
7192760.0,043749971
7192760.0,04d4sd432
7192761.0,00p991c53
7192762.0,012tb2g32
7192763.0,02eva5865
7192763.0,046ak2485
7192764.0,0360zcg91
7192764.0,02mb95055
7192764.0,04cw6st05
7192765.0,02309jg23
7192765.0,036rp1748
7192766.0,02m8tb249
7192766.0,02m8tb249
7192767.0,01a77tt86
7192767.0,00ez2he07
7192778.0,03srtnf24
7192779.0,05vt9qd57
7192794.0,00f1zfq44
7192794.0,05xa8mk74
7192794.0,040wg7k59
7192794.0,03v4gjf40
7192794.0,01yqg2h08
7192795.0,013meh722
7192796.0,01a77tt86
7192797.0,00cvxb145
7192797.0,03zbnzt98
7192798.0,02kw9ya16
7192798.0,03rwgpn18
7192799.0,034t30j35
7192799.0,057jnjd73
7192799.0,017zqws13
7192800.0,055khg266
7192800.0,02n9d1732
7192800.0,035jnav47
7192800.0,006hf6230
7192800.0,04xe7ws48
7192800.0,027bh9e22
7192800.0,035xkbk20
7192800.0,02feahw73
7192800.0,04bgbbh33
7192800.0,035xkbk20
7192800.0,02feahw73
7192800.0,040baw385
7192800.0,03zq0xc17
7192800.0,02c2kyt77
7192801.0,047272k79
7192801.0,023hj5876
7192801.0,023hj5876
7192801.0,013x79k46
7192802.0,026vcq606
7192802.0,01e3m7079
7192802.0,013meh722
7192803.0,05s6rge65
7192803.0,04dxeze48
7192804.0,05g3dte14
7192804.0,05g3dte14
7192805.0,01dq60k83
7192805.0,01dq60k83
7192806.0,02jx3x895
7192806.0,00tyjp878
7192807.0,
7192808.0,03dbr7087
7192808.0,0132xxe06
7192808.0,04mhzgx49
7192809.0,
7192810.0,011pqxa69
7192810.0,04zzdbj59
7192810.0,057qpr032
7192810.0,04zzdbj59
7192810.0,02n7qrg46
7192810.0,035xkbk20
7192810.0,024850w61
7192811.0,02fa3aq29
7192811.0,048sx0r50
7192829.0,02g81yf77
7192829.0,01yxwrh59
7192829.0,01rxvg760
7192830.0,01fczmh85
7192831.0,02pcb5m77
7192831.0,0574der91
7192832.0,01285e189
7192832.0,05qvskn85
7192833.0,056wqre19
7192834.0,00wdq3744
7192835.0,04w9fbh59
7192835.0,02x1pa065
7192836.0,04ymz0q33
7192836.0,00f1zfq44
7192837.0,05gbn2817
7192837.0,031dhcv14
7192837.0,02ma4wv74
7192837.0,00shsf120
7192838.0,011647w73
7192838.0,059w0gb06
7192838.0,01xgfaw76
7192839.0,039bjqg32
7192839.0,04z8k9a98
7192839.0,03nf36p02
7192840.0,00menq219
7192840.0,04m42eq84
7192840.0,04kwvgz42
7192841.0,03cq4gr50
7192842.0,04fjtte88
7192842.0,04fjtte88
7192843.0,02f81g417
7192844.0,05h9t7759
7192844.0,04xreqs31
7192845.0,042v6xz23
7192845.0,00f1zfq44
7192846.0,044k9ta02
7192846.0,03ytenv10
7192846.0,01drq0835
7192846.0,01drq0835
7192847.0,03c8sfz84
7192847.0,0360g3z42
7192848.0,03p3aeb86
7192848.0,03144pv92
7192849.0,028h95t32
7192850.0,00xsfaz62
7192850.0,03kv08d37
7192851.0,03az1t892
7192851.0,
7192851.0,00t47w971
7192851.0,03az1t892
7192851.0,05v1y0t93
7192852.0,01wntqw50
7192853.0,01d5jce07
7192853.0,04mxxkb11
7192853.0,01eb3qa50
7192854.0,01wntqw50
7192854.0,04njjy449
7192855.0,007gf6e19
7192855.0,00445hv47
7192855.0,03x1jna21
7192856.0,00rb2rb24
7192857.0,00shc0s02
7192857.0,0433abe34
7192857.0,049pfb863
7192857.0,04t2ss102
7192858.0,053w1zy07
7192858.0,030qbr085
7192859.0,03x1jna21
7192860.0,03d7sax13
7192861.0,00wk2mp56
7192862.0,03tn5ee41
7192862.0,03fe7t173
7192862.0,053g6we49
7192863.0,00sbx0y13
7192863.0,054xkpr46
7192863.0,01zhwwf82
7192864.0,04qr3zq92
7192864.0,01e7csr82
7192865.0,053w1zy07
7192866.0,03yez3163
7192866.0,
7192867.0,05es91y67
7192867.0,04asck240
7192868.0,02zdscb63
7192868.0,04njjy449
7192868.0,002yp7f20
7192869.0,053fp5c05
7192870.0,03n6nwv02
7192870.0,03ths8210
7192871.0,029brtt94
7192871.0,01rk35k63
7192871.0,04dv4he91
7192871.0,05njb9z20
7192871.0,01eb3qa50
7192872.0,01wntqw50
7192873.0,05v9jqt67
7192873.0,04q78tk20
7192874.0,03ceheh96
7192875.0,00bvysh61
7192875.0,05jk51a88
7192875.0,01jy46q10
7192876.0,015ya8798
7192876.0,045rvh172
7192876.0,02rc97e94
7192877.0,04k89yk85
7192878.0,01ew38b77
7192879.0,02qsmb048
7192879.0,02wk2vx54
7192880.0,04w9fbh59
7192880.0,03jy32q83
7192881.0,04zzdbj59
7192881.0,051escj72
7192881.0,044kxby82
7192881.0,
7192882.0,
7192883.0,03djm2720
7192883.0,00x3rpv59
7192883.0,02he2nc27
7192883.0,055fe2s59
7192883.0,02frkq021
7192883.0,00f4mz521
7192883.0,01w423a47
7192884.0,01w423a47
7192885.0,02frkq021
7192885.0,055fe2s59
7192886.0,02frkq021
7192886.0,00f4mz521
7192886.0,02he2nc27
7192887.0,02he2nc27
7192887.0,044171329
7192887.0,01yecy831
7192888.0,01qn0gc28
7192889.0,055fe2s59
7192889.0,02he2nc27
7192890.0,00a45v709
7192890.0,055fe2s59
7192891.0,00js3aw79
7192891.0,00a45v709
7192892.0,02frkq021
7192892.0,05m2n8847
7192892.0,02he2nc27
7192893.0,05qrfxd25
7192893.0,01jkd3546
7192893.0,01yqewm58
7192894.0,054gw3b40
7192895.0,03q0vrn42
7192895.0,03pj6ge82
7192895.0,05tyne317
7192895.0,02737yq40
7192895.0,02f0t3e51
7192896.0,010pmpe69
7192897.0,02he2nc27
7192897.0,02frkq021
7192897.0,03napcw37
7192898.0,038m16120
7192898.0,02he2nc27
7192899.0,045v66z43
7192899.0,04rfsd440
7192900.0,02he2nc27
7192901.0,013rnrt24
7192902.0,0190ze463
7192902.0,0362r6n51
7192903.0,03f2t9x29
7192903.0,032j5hw78
7192904.0,01yqewm58
7192905.0,05fzc8c45
7192905.0,04wegbp55
7192906.0,02he2nc27
7192906.0,02frkq021
7192906.0,00f4mz521
7192908.0,033vjfk17
7192908.0,033vjfk17
7192908.0,02zhqgq86
7192909.0,04tpp9d61
7192909.0,00hj54h04
7192909.0,01ckdn478
7192910.0,012p63287
7192910.0,014weej12
7192911.0,03efmyj29
7192911.0,00pjdza24
7192911.0,02der9h97
7192912.0,03a64bh57
7192912.0,03h7r5v07
7192914.0,00f54p054
7192914.0,00f54p054
7192915.0,017zhmm22
7192915.0,041pakw92
7192915.0,036jqmy94
7192915.0,0130frc33
7192916.0,01q3tbs38
7192916.0,01hhf7w52
7192917.0,
7192917.0,04rswrd78
7192917.0,043mer456
7192918.0,03wevmz92
7192918.0,04twxam07
7192919.0,022k4wk35
7192919.0,0145fw131
7192919.0,034t30j35
7192919.0,02jkmyk67
7192919.0,00wtvfq62
7192919.0,05rsv9s98
7192919.0,038hwjs80
7192919.0,00cvxb145
7192920.0,02jx3x895
7192921.0,01kd65564
7192921.0,00dncgb07
7192922.0,01e6qks80
7192923.0,
7192923.0,
7192924.0,02g7kd627
7192925.0,01tgyzw49
7192925.0,049tv2d57
7192925.0,04s5mat29
7192925.0,00q4vv597
7192926.0,01pxwe438
7192926.0,03rmrcq20
7192927.0,02der9h97
7192927.0,04wffgt70
7192928.0,04rswrd78
7192928.0,035t8zc32
7192929.0,02ymw8z06
7192929.0,00js3aw79
7192929.0,005edt527
7192929.0,04dawnj30
7192930.0,04b6x2g63
7192930.0,05nbqxr67
7192931.0,01p2bvc62
7192931.0,03sfybe47
7192931.0,03rmrcq20
7192931.0,03rmrcq20
7192932.0,012a77v79
7192932.0,012a77v79
7192933.0,04rswrd78
7192933.0,01gek1696
7192933.0,04h9pn542
7197902.0,03p14d497
7197902.0,01a77tt86
7197902.0,05kkv3f82
7197904.0,04mhzgx49
7197905.0,02gz6gg07
7197906.0,03kqpb082
7197906.0,02en5vm52
7197906.0,04zzdbj59
7197906.0,05krcen59
7197906.0,013bkhk48
7197908.0,04rswrd78
7197909.0,01g9vbr38
7197909.0,00pjdza24
7197910.0,031q21x57
7197910.0,04qr3zq92
7197910.0,04qr3zq92
7197911.0,011xvna82
7197911.0,02mjz6f26
7197912.0,03cx6bg69
7197912.0,04v18t651
7197913.0,03k2k6011
7197913.0,037wpkx04
7197914.0,049e6bc10
7197914.0,01faaaf77
7197914.0,00ggpsq73
7197914.0,01kg8sb98
7197915.0,019wvm592
7197915.0,05ddrvt52
7197916.0,00hj54h04
7197917.0,04gd4wn47
7197918.0,02c2kyt77
7197918.0,03ykbk197
7197918.0,014weej12
7197918.0,00jmfr291
7197919.0,03cve4549
7197919.0,047g8vk19
7197919.0,05vt9qd57
7197919.0,05vt9qd57
7197920.0,02j8pmw82
7197920.0,05gfjrx96
7197922.0,04nkhwh30
7197922.0,04vg4w365
7197923.0,04dwckp88
7197923.0,03yxnpp24
7197923.0,04wdpa646
7197923.0,03yxnpp24
7197924.0,
7197924.0,03s7gtk40
7197924.0,024mrxd33
7197924.0,024mrxd33
7197925.0,052bz7812
7197925.0,013cjyk83
7197925.0,04zzdbj59
7197925.0,0409c3995
7197925.0,04zzdbj59
7197925.0,052bz7812
7197925.0,013cjyk83
7197925.0,04zzdbj59
7197925.0,0409c3995
7197926.0,04f2nsd36
7197927.0,04489at23
7197927.0,0587ef340
7197928.0,04qr3zq92
7197928.0,00wtvfq62
7197928.0,00wtvfq62
7197928.0,00wtvfq62
7197928.0,058t7w767
7197928.0,05rmqsa52
7197928.0,033vjfk17
7197929.0,04qxnmv42
7197931.0,0410k9915
7197931.0,02kta5139
7197931.0,03ths8210
7197931.0,04axzyr33
7197931.0,05e9bn444
7197931.0,01cby8j38
7197932.0,059yx9a68
7197932.0,04teye511
7197932.0,04fybn584
7197933.0,00mx91s63
7197933.0,00n87rr37
7197934.0,02mpq6x41
7197935.0,00m6w7z96
7197937.0,04gzb2213
7197937.0,0567v8t28
7197938.0,039bjqg32
7197938.0,019tgvf94
7197939.0,01hhf7w52
7197940.0,04cvxnb49
7197940.0,02ws1xc11
7197940.0,04qmmjx98
7197941.0,035pkj773
7197942.0,030mz2444
7197943.0,01gtvs751
7197944.0,01kj4z117
7197944.0,04zzdbj59
7197944.0,05ggc9x40
7197944.0,0581g8849
7197982.0,02qnnz951
7197982.0,03btvgn05
7197983.0,02t274463
7197984.0,011t2v902
7197984.0,02nkdxk79
7197984.0,00mkhxb43
7197985.0,029md1766
7197985.0,024ce2263
7197985.0,03ayjn504
7197986.0,05f8d4e86
7197986.0,05yb3w112
7197987.0,00cv9y106
7197987.0,02jx3x895
7197988.0,01hw7wf62
7197988.0,00e4hrk88
7197988.0,05dj31k33
7197988.0,00e4hrk88
7197988.0,054qdnd47
7197989.0,04sjchr03
7197989.0,
7197990.0,05f950310
7197990.0,05f950310
7197990.0,01ryk1543
7197991.0,0072zz521
7197991.0,0432jq872
7197992.0,01a099706
7197992.0,04c4dkn09
7197993.0,04f2nsd36
7197993.0,04nkhwh30
7197993.0,010gxg263
7197993.0,04nkhwh30
7197994.0,05bnh6r87
7197994.0,04qyvz380
7197994.0,04ewct822
7197995.0,00wk3s644
7197995.0,03prydq77
7197995.0,04b8v1s79
7197996.0,02495e989
7197996.0,00rqy9422
7197997.0,01c27hj86
7197997.0,01c27hj86
7197998.0,04xs57h96
7197998.0,00xp9wg62
7197998.0,03hgxtg28
7197998.0,0030zas98
7197999.0,020hwjq30
7198000.0,05f950310
7198001.0,03p3aeb86
7198001.0,05rdf8595
7198001.0,01azzms13
7198002.0,00hx57361
7198003.0,0260j1g46
7198003.0,05crjpb27
7198003.0,05gftfe97
7198003.0,00pdj1108
7198003.0,020hwjq30
7198004.0,046ak2485
7198004.0,01c27hj86
7198005.0,05f0yaq80
7198005.0,020hwjq30
7198005.0,05ww3wq27
7198005.0,02jx3x895
7198006.0,03a64bh57
7198006.0,02qsmb048
7198007.0,05crjpb27
7198007.0,04jr1s763
7198007.0,03ad39j10
7198008.0,05xg72x27
7198009.0,00bx6dj65
7198009.0,057zh3y96
7198035.0,017zhmm22
7198035.0,022k4wk35
7198035.0,0220qvk04
7198035.0,0220qvk04
7198035.0,0145fw131
7198036.0,03efmqc40
7198036.0,03efmqc40
7198037.0,025h1m602
7198037.0,057q6n778
7198038.0,03s65by71
7198039.0,04t3en479
7198041.0,02der9h97
7198041.0,052pakb34
7198042.0,036rp1748
7198043.0,04pp8hn57
